OMICS_ICL103_Mock_18hr_Protein_1_067,OMICS_ICL103_Mock_18hr_Protein_2_098,OMICS_ICL103_Mock_18hr_Protein_3_050,OMICS_ICL103_Mock_18hr_Protein_4_116,OMICS_ICL103_Mock_18hr_Protein_4_116.1,OMICS_ICL103_Mock_18hr_Protein_5_023,OMICS_ICL103_VN1203_18hr_Protein_1_111,OMICS_ICL103_VN1203_18hr_Protein_2_013,OMICS_ICL103_VN1203_18hr_Protein_3_038,OMICS_ICL103_VN1203_18hr_Protein_5_083
PFDN2,21.92144145955574,22.110335591019755,21.865149726092206,22.540070130039183,21.7121258709805,22.028085392755475,22.583304831066698,22.232110236908937,22.25447768696109,22.101759479655595
VBP1,19.390808774524157,19.604576597489142,20.485907000479077,19.033839877734533,19.3470049252236,19.26983043980823,19.428405658803147,19.546638587548898,20.1796620155038,19.74834754805836
PFDN4,21.512452740149676,21.072273046708695,21.34111039556406,21.491022609807978,21.281126165855518,21.940037529744615,21.764106717020596,21.064676306284692,21.91352043153892,21.53120710459324
PFDN5,20.148814062631494,19.76474693902364,20.187991668138928,20.74411380777869,19.880342351846224,20.299870848567835,20.978538458603396,20.735047277580094,20.842109869888755,20.792196079386898
PGAM1,23.22688181710081,23.411425346536106,23.675033582705638,23.541124247252892,23.165263841690166,22.610237340201074,24.066868013396093,23.553059656201075,23.901322664652522,23.277819525503272
PGAM2,23.29835111866326,23.54523050915247,23.922301817903644,23.422057648638805,23.165263841690166,22.824688631506188,23.876900460644613,23.334298044177213,24.132342692008166,23.277819525503272
PGAM4,23.04583252543489,24.19883399863113,24.05041096973825,23.63538064980614,23.871121680970123,23.22168093612286,23.983487961386956,23.65204158436125,24.02165579608835,23.44665051429662
PGAM5,23.146650061260118,22.89641443212433,22.665511051565712,22.64718791758271,22.694762174185115,22.433324166601725,22.563723205602482,22.390792194835043,22.995333993076276,22.747463031097393
PGK1,24.211643631582806,24.217466780080382,24.758739055509373,24.24648871212522,24.3701096973822,24.284411616814403,24.54313639293318,24.292312748246346,24.55378774882263,23.944159323023595
PGK2,24.350516158565064,24.65951129771842,24.951843872661627,24.274688509507634,24.337699627863255,24.79449428967618,24.695102282118043,24.335123323188878,24.46920554313516,24.63888438774275
PGM1,20.77227226641911,20.612458113894647,20.986970995400956,20.479325304732548,20.86084986363265,20.021371652557505,20.799554203259454,20.918716083491674,21.38578257059111,20.616594887707627
PGM2,18.910288177965842,19.065916029224862,18.80709792326499,18.637798571502174,19.47551224997966,17.84366315313175,19.844167011689656,17.905096558532037,18.134035610094408,18.86326843200108
PGP,20.006004445292145,20.522310545927706,20.417760494613233,19.82488275162744,19.77442205455425,19.7113537539432,20.34427540928918,20.611448616915013,20.74120168257112,19.615409684826826
PGRMC1,24.28728188979901,24.296616723235353,24.34935399877056,23.415416066899482,24.269808265876392,24.342285191384146,23.943242134749674,24.37495635586996,24.180819775657014,24.124693251344233
PGRMC2,22.198955977742465,22.059650835140467,22.026602181119358,22.351601301566152,22.47519756412047,23.101428341403548,22.352821328354104,22.099479328697754,22.22746232571226,21.92417677172798
RABGGTA,22.480317836001777,21.457563716364753,22.909036943192667,22.408088628644954,21.74344356716085,22.595734985436472,22.333292322032026,22.3151910261394,22.523074631552372,22.53183329623164
PHB2,24.527742868874327,24.31019906440526,24.270523719598188,24.65293707083179,24.52051852023994,24.511155298901834,24.424240652965658,24.83928861920232,24.585569982213975,24.455532406652484
PHB,22.26773936383043,22.10004255506133,22.3610278861551,22.197754719490483,22.25258910022207,21.776448503716082,22.120760949892755,22.28383160980976,22.26326431773201,22.291315113092736
PHLDA1,20.7749790041755,21.51957895985131,21.51656230286125,21.979621363663394,21.10608088364279,22.29994389356337,21.77489218339217,20.76511622109023,21.339230316072985,21.154896102397636
PIK3R4,21.834980118808165,22.359000229327933,23.003079141057366,22.28659039133099,22.921980129702792,21.531734282694085,21.949796830078373,22.17571218420109,22.53457137173615,22.16458585756322
PIP4K2C,20.184272313978767,19.961685703927763,20.33734768300209,19.90186900149331,19.52597829421585,19.684244081610956,19.662047968639357,19.45365041885065,19.003435600000312,20.253310156198236
PICALM,21.5509196356903,21.133362826506755,20.632862152179264,21.40333775022412,21.268055958577246,21.298157877238722,20.602924382354317,21.189365856313895,21.21135422579373,20.951818687611613
PIGS,18.988299767292308,19.072288235983898,18.938229552476738,16.87341479375799,19.259496006886963,18.543151047872062,16.653695338621723,17.870171076009587,18.563010161240264,18.66930882375182
PIGT,18.63908830883788,18.690662952692886,18.35265979458456,17.90728557672506,18.813456082783333,17.995436432210113,17.472542604786213,16.48127510941398,18.960588682065175,18.74903228410925
PCMT1,21.820216207132933,20.477461754368527,22.004701135848762,21.636525598800336,20.671958105500007,20.44545852599327,19.424727838345852,21.40015773307254,21.842550348091002,20.548431878209815
PIN1,20.2708410526316,19.829063201083923,19.742119628728144,20.576648178299653,20.551211629790355,20.66513554843434,21.534747236692752,21.399542044844107,20.10974761373942,20.510131604774024
PIN4,21.485947897091883,21.35091649051453,20.826416231755406,21.09269618026685,20.72421096140308,22.036601397138178,21.156444940994966,21.471993043580575,21.372456534208027,20.833858611866912
PNN,22.622121084875104,21.769600495410955,21.902495291867936,22.014907461591513,22.25195713723313,22.115879031683733,21.83683761335771,22.001512041469706,21.514504536681038,21.98704537690927
PITPNB,21.687699391667227,22.399895679985942,22.270026496551495,22.06105726094718,22.503614369878484,21.784799533868423,22.08779756146113,21.987323135101125,21.437735363482254,21.69664238394948
PIPSL,23.168989164590496,21.954984899702367,21.988758307165273,20.66859716653451,22.254978022662826,20.921073179555844,20.577362691062135,20.7848646396011,21.990204840852897,21.074147287761004
PKP2,21.410253748230975,21.312022167242127,21.28702244291872,21.112101516787728,21.615957043589308,21.423036642381035,21.43313451882486,21.108704038045424,21.353849648532545,20.759845827643076
JUP,23.31294185275121,23.56080510691884,23.48836097633887,23.344108362798686,23.516503927495283,23.473684665837027,22.819049325142725,22.57457467738263,22.667983057469677,22.49649495028081
AGPAT2,19.45100097064216,18.922933163238095,18.34762276947178,17.888536565687133,18.793450047495465,18.33630339181899,18.173083711848207,18.727426690675927,18.647507449228815,18.620261238345115
PLCG1,21.904527175280403,21.974893037656162,21.90069003348274,21.66764089370358,21.60536560938229,22.149239233240692,21.917407054031237,21.557771041836645,21.021177620636077,21.9427466740806
PLEC,24.937636969495475,24.910884112777318,24.660107306849753,24.964817016774795,24.864920774666594,24.803450411649322,24.858602323394386,24.830628982686832,24.747585970646995,24.777062701912172
PLIN3,21.717572395732283,21.387100071084838,21.495775924172662,21.744255940970444,22.24432930561038,21.783172608061644,21.549604563168266,21.873405018791104,21.006664562053732,21.11741757391898
PLOD2,19.431581064775255,19.646558264889336,19.685239974568685,18.76420674946573,19.460879691085452,19.38095573868761,18.5584514286072,18.94282371054325,19.38967960152908,18.700860340787962
PNPLA6,22.49011834357367,23.152009312769867,22.747793369447056,23.725212355859085,22.809932524227293,23.066756766664284,23.563683092734557,22.44044878418385,22.378383440075606,23.510016748376067
PLS1,23.753819095081226,23.6412980744234,23.718540642484484,23.21747056136222,23.547388396157828,22.69025564323635,23.32459907199171,23.32234955576369,23.258672066116993,23.559195590588434
LCP1,22.697100354274134,22.530750212561486,22.51787426708909,22.337564327000205,22.573418102875287,21.76850822410684,22.405062137762716,22.75581866497549,22.641291836801503,22.477335845736356
PLS3,22.433582900745975,22.03263376919467,22.30919237940115,21.634357220090852,22.084314961219352,20.715955161551655,21.69241734870995,21.747365678672942,21.45990838247714,22.57039479493657
PLXNB2,23.842775553162273,22.561927138996925,22.015708285482567,22.447781592054593,24.879043171096086,23.94575475475075,23.268380289516017,22.025344888855717,23.898798558742392,23.20761908058687
PNP,22.50960005665447,22.206839902094725,22.503574264033354,22.390765551369668,22.548510787082108,22.650878823421486,22.659212172488047,22.13894315334905,22.648915698334548,22.56343484065284
PNPO,18.924772306194157,19.367152162823675,20.20570717739144,17.092205131269207,19.918259036309784,16.893434749724438,16.79699734479455,18.823416678234732,18.880008428721197,18.35092842675214
PNPT1,19.965901043819336,19.745889675142905,20.402783805667706,19.75433069147369,19.923153848051474,19.74899789452315,19.400197150238434,20.374519730663167,20.1914581249596,19.97062026940607
NUP210,18.672209843553542,18.180042634076273,18.34557547750257,18.855725592516393,19.10582558150979,18.398903664170593,18.012122803093682,17.35403357063748,18.515218375996028,18.54501162472985
POTEE,30.30107166590354,30.298434488666025,30.19502324199631,30.616265756914398,30.298774174137137,30.060532441144147,30.746042883780014,30.50598054693205,30.112061528732536,30.565574678812936
POTEF,30.369946917596423,30.295755700486175,30.165322526988934,30.742567353573193,30.137840983620084,30.4703821479057,30.944362951012934,30.872394721146147,30.28735515236107,30.71695884817467
POTEI,30.402751059800416,30.3010488180171,30.12585559825807,30.770334307853734,29.89887587378223,30.4703821479057,30.971270898687855,30.881556370682617,30.383192698889545,30.733963465123296
POTEJ,30.499654447096884,30.219050032527733,30.338446526802333,30.616265756914398,30.259194903072597,29.541623391634527,31.223521502017952,30.242621075383948,30.719896150315826,30.773019286106084
PPP1R14B,17.906868040411794,19.486648462699453,19.430366251888863,18.262474789085783,19.290765567303822,18.66886993449401,18.40929740284899,18.18681207721602,18.85090322101669,19.204115222652835
PPP1CA,22.614548987190183,22.71022163926379,22.850028497716735,23.118080509817343,23.06030946144798,23.25009052474743,22.611910085415595,22.75684555956854,22.898147766278814,22.78313757732846
PPP1CB,23.159029391608364,23.035604370150626,22.557079596431603,22.89922963790037,23.28407684233626,23.133979046118327,23.091133420712623,22.83119829965119,23.164289848984108,23.03870040303365
PPP1CC,23.201634841539644,23.00940135050733,22.767746738414786,23.057234119903203,23.14904328031691,23.13444185148816,23.224563496335016,22.906311236552877,23.172730815940135,23.02906824562436
PPP1R7,20.442809266324513,20.86174565286018,20.823686351870396,20.468377448794136,20.915902698255742,20.35751973639866,20.273341653477694,20.04508916211521,20.698414998744255,20.347686092525414
PPP1R11,17.325676495897678,16.51222337954686,17.15495922306583,14.888212503773241,17.608579839910387,15.454717270304116,15.225239509547581,15.197398430780353,16.936786008314673,17.516218286140813
PPP2CA,22.405068334286643,22.315426697213375,22.786463565875508,22.316702368838286,22.796314120106405,21.997973196806534,22.16121027841466,22.4687038994055,22.671500835046814,22.43308857777135
PPP2CB,22.296226695874388,22.315426697213375,22.805139332380257,22.316702368838286,22.76582734285715,21.915310324826677,22.169900528602668,22.4687038994055,22.596280278150743,22.501144771573863
ACP6,18.49408974390923,18.161518750474805,17.734556071330225,17.268465287660533,17.98337362106453,17.195738485736232,17.520936647669224,17.40165507749462,18.80786555802232,18.522455713246305
ACP1,23.22432628326853,23.915222023465297,23.335530467447494,24.35216098869519,23.40982767357218,24.205348337059014,24.49847327344265,24.074781634974144,24.000694219313495,23.632801500960433
PREP,21.36210560712107,21.288125486110474,21.65073710005042,21.865664446456787,21.308679676613703,20.879577351923537,21.2257218231211,21.289174075254884,22.100307924537233,21.03458676272864
PPIA,28.21468923821529,28.691956330498602,28.83442156115896,28.7926876913667,28.51577652219565,28.20274146356757,28.811391764665302,28.827021558406518,28.50605573911669,28.343862449836873
PPIB,25.624860405616396,25.69143633335393,25.801628507035943,25.537766321094672,25.536178842463947,25.310782024760698,25.78137254782085,25.931854068925478,25.785810718409515,25.61375071026051
PPID,20.318423470010313,20.513976149567423,20.550707745051362,19.806777043937085,20.779869861507915,20.819829601509944,18.678968331136065,19.006106527479435,19.962649881258912,20.429260281134248
PPIG,20.04301277035681,19.986466711014224,19.97595604519298,20.586565705781297,20.329175032085097,20.657704738379593,19.532886895022862,19.681355335154322,19.86548728441362,19.966089415443644
PPM1G,22.496009220499158,22.24536724264242,22.47659730450686,22.27594327938812,21.856613010734605,22.501109629399785,22.615422081623194,22.281269782678464,21.938039397349986,21.82877337288666
PPME1,19.728004958543515,19.50986662675225,19.278686838470918,19.786926938004825,20.655167412244815,19.46795768085056,18.722034605531668,19.193183825669525,19.463354683742928,18.528684836676625
PPP5C,21.536231030777518,20.80908522974745,20.57365831574289,20.70740888263388,21.887837141286937,19.03545511504666,20.973077509816612,20.91959284938626,20.394832100025916,21.102423707912592
PPP6C,20.877754199403462,20.923944265035473,20.551728252090896,20.798160298546364,20.468478628211308,18.655762627507688,20.980727677904937,20.882152883491102,20.591127875532106,20.553512432612163
PRPF38B,17.283277013870396,18.16121515468674,17.653344367595054,16.324112220489596,17.816587108553477,16.489541008446615,16.70680236652951,16.05343064488256,16.845548858859594,16.524593978933943
PRPF40A,20.26037858147895,20.731579575738145,20.55615551332122,20.59043991250037,19.830081918127448,20.98629022254845,20.760770571594634,20.05197125281541,20.471208734247096,20.135624997277763
ARL6IP5,21.71143157643739,21.28776875608498,20.991650030087275,21.43299738121891,21.116034859211844,21.845479523242197,21.585269216601212,21.466361317641404,21.290978421232534,21.270580919505214
PRC1,21.51582760793205,21.95582011382086,21.34744693046108,21.022887253099604,21.823879715953275,21.68035355318135,20.740883711639444,20.917791779799405,21.32126814280766,21.036055729014173
PRDX1,25.588914999635357,25.987787131337285,25.61106011770333,25.459325461789597,25.75442163989949,25.505340065894323,25.91137163013093,26.22743057647998,25.72225530492374,25.76047404303199
PRDX2,24.103442595974418,24.780240579303758,23.907741014310638,23.914679509951817,23.780355815705327,24.266748375317697,23.151492431180635,23.69288313230289,24.32588179279377,24.238248070631236
