OMICS_ICL103_NS1_18hr_Protein_1_066,OMICS_ICL103_NS1_18hr_Protein_2_082,OMICS_ICL103_NS1_18hr_Protein_2_082.1,OMICS_ICL103_NS1_18hr_Protein_3_102,OMICS_ICL103_NS1_18hr_Protein_4_090,OMICS_ICL103_NS1_18hr_Protein_5_016,OMICS_ICL103_VN1203_18hr_Protein_1_111,OMICS_ICL103_VN1203_18hr_Protein_2_013,OMICS_ICL103_VN1203_18hr_Protein_3_038,OMICS_ICL103_VN1203_18hr_Protein_5_083
MT-ATP8,21.690047667859663,21.25390896344807,22.149003013334053,19.899070827976843,20.876019518937397,22.80814823586358,20.799237634870295,20.66202774649147,21.71639387270006,21.790514511521533
ATP5F1A,24.82380307550386,24.933094359204972,25.050184009324028,24.83894013619337,24.867702281033324,24.875623020019216,24.94238988174845,24.94950193566094,24.932023116170324,24.962294623721967
ATP5F1B,23.52216932003558,24.099309551064778,23.059248676319093,22.797011696603555,22.58291999117145,22.960253072294748,21.019313758304357,21.239487778364577,21.754524687443066,22.603220085288335
ATP5F1D,22.906403174782028,23.27184900278413,23.0871742230812,23.14094298979055,23.08022580530828,23.23999059140919,22.524107705427433,22.12959710968916,23.036068124189693,23.02348969091181
ATP5F1C,23.149521024709806,22.95659468597303,23.120564200279425,22.98441544558451,22.436820424130396,22.781100403690427,22.55357818804918,22.779385699819272,22.83497529380952,22.669104374039293
ATP5MF,22.357660801448525,22.938137689021854,22.73914338218986,22.60694552956465,21.721795476324342,22.64558453826266,22.31822748989801,22.558154002796286,22.677803294192323,23.008409548599154
ATP5PO,23.071068280098082,23.083414580256797,23.434529788047506,23.4941102965266,23.03179153534327,22.91071333597684,23.027502324845578,23.356619501475052,23.129519928893504,23.44127469566999
ATXN10,20.81727536709017,21.985299444583593,20.35747296157527,20.483940478197514,20.68055075932613,20.825988280903598,20.929173582953364,21.196172786801924,21.047110164034397,20.81743389041085
ANXA2P2,28.712595423858275,28.634954074289947,28.57785463808955,28.661687140184434,28.70060163312063,28.500920400230218,28.63095518502548,28.5089685422949,28.543861082462143,28.72580312561105
BCL2L1,21.372485422396,21.12806376732964,20.402148049511872,20.9030408598071,20.428192802004286,20.3470109176071,20.247819464575443,19.760593113550478,19.42016945248962,20.0626106664169
B2M,21.93184560315136,22.08001613364811,21.877468182363554,22.18587152229494,21.792821317879177,21.541036773809623,22.23295321382404,21.628184123293522,22.142079083350183,21.536687890581863
ACOT7,21.494241459976276,21.90126054121596,21.201113509504786,21.297440533364583,21.620122298485853,21.645241382147184,21.669197796932863,22.110487263833143,21.905301783352435,21.589607494073142
BANF1,24.040869917189447,24.306921722455165,23.769250313087475,23.88661698492418,24.027013794132383,24.10450627042359,23.502143775517183,23.372956727377883,23.2426982071262,24.011404887290922
BAG2,20.289632000196463,21.407208783981254,20.209298522865716,20.238687136655884,20.18739482956061,20.706313898059292,19.795794678927344,19.222780150198645,20.04612614244098,19.397209181491455
BAG3,23.492659139862337,22.755413316634023,21.637625359823616,22.376392416497907,21.12644539569568,22.595043083645212,22.198924332223456,22.412846171692664,23.576536313559743,22.719087234366885
BCAP31,23.25968083266038,22.70821432875123,23.394151256779303,22.2388209799523,22.30436659673037,22.578237514809626,22.894636294186956,23.042412497369742,22.95034364905333,23.313160392137075
BCAT2,20.55446837327149,22.371946157703785,22.09943191854632,21.570722757401324,21.275374631389123,21.832843739260124,21.711485001881524,21.883398036453798,21.33548140387186,20.779099390187604
BCCIP,18.949470129724396,18.954022833614566,18.518418216663402,18.140225753920227,18.209023753389356,19.102462133642717,18.141571232535846,18.412457238438655,17.934583916835248,18.07198496183841
GLB1,19.22986923258012,19.25848845668414,18.931527363479667,18.87489835820543,19.298018249090042,19.58697664615299,19.0952244135486,18.51465878094356,19.55610580144063,18.824116688036796
BID,19.078603940827676,20.31590131336263,19.731061958545254,19.357923567568967,18.957183334430518,19.640429046617818,19.183612964447025,19.036052584239542,19.761427215756584,19.42767657324628
BLVRA,21.521109802179353,21.944745457737113,21.636250755546897,21.508832784213244,21.373685829529883,21.784755544741095,21.310981869802422,21.5415502529751,21.91656596693307,21.66555289924924
BLMH,21.87940094712122,22.3566901272168,21.718397872425047,21.90966146293982,22.055515700825175,21.448937892648814,21.83320554144074,21.859954177973762,21.848199275741983,21.628991632981055
BLVRB,21.516498157849824,21.362501422160726,22.138102826962882,22.274166421151964,21.491118021169886,21.548929125902454,22.984399878109986,22.509847830903613,21.877481754992687,20.29824828345935
BOP1,19.476001345584177,20.8152754423914,19.45988050304965,19.19460679105079,18.54120113909902,19.438172967201037,18.46611211088267,18.46272395739369,18.99123453164362,19.085392845621502
BPNT1,21.921833792953144,22.000396050370455,22.095175470117006,22.081627171469393,21.961167085134566,21.74182288163469,22.13004112146446,22.2578390969529,22.603369177126417,21.266034778049743
BRIX1,21.983770991006484,21.822284461944573,22.221917298180323,21.334531083693193,21.74339614935627,21.972217295407887,21.21462160150363,21.685222455769605,21.65709987208224,21.02957180965323
BTF3L4,20.671503856576173,21.03167409137462,20.817305243292278,20.1694606126378,20.383887382985687,20.554926524342406,20.504853844092366,20.254332238392116,20.265832137738435,20.768231232082478
BTF3,23.126322693022168,23.248503439775977,23.410659917986415,23.20793119861392,23.610186950110933,23.073861966201605,23.620978735480033,22.711588047817635,23.468899114658907,23.22159226653035
BUB3,22.35160372955368,22.014293401789622,21.8780956609563,22.226533593585973,22.473830771230965,21.470723539563853,22.598904889279602,22.16382728031057,21.303534322930364,21.725306034013563
BZW1,21.554244300235617,21.317673715766535,21.06793612027019,20.386358893217484,20.778104608043,21.25682872149467,20.479633207817244,20.44933975221038,20.856186915715604,20.731922960317412
BZW2,22.23917895272225,22.346550470641155,21.77047946386037,21.826540500876327,21.157059458698217,21.665672910127167,20.814349894148137,20.80010382515869,21.62675317555361,21.30693613979948
C1QBP,22.66804931250598,24.921850900405428,22.607195036565912,22.48872247192333,22.169566715263052,22.86052783244167,22.242415472612734,22.49879910005972,22.44531549933974,22.34958244283331
CAB39,20.329062883938647,20.910863623660777,19.77037483925835,19.765730402015798,19.485814846163077,19.990362931950422,19.541343928830443,19.628555943076783,18.602587118163825,19.544717569018935
SDF4,18.52884018109324,21.530686885465677,20.07346171004497,21.48987703204287,21.063619527698243,20.005370765380963,17.437146766763433,16.84783453712522,19.66310845860382,19.067087877907895
CDH1,21.448843974296942,21.80830630448714,21.824258416314343,22.13048198030779,21.61609216883341,21.660365642761786,22.065566955511915,21.563475227805906,21.63338638467249,21.68324859319553
CALB2,21.54775226528139,21.892114518102026,22.172922279571218,21.704817679442943,21.165351068894783,21.83116705518666,21.56089198589312,21.266113267218838,21.84519628137903,21.56846497776027
CALR,22.170737811585795,22.63889594455921,21.580886627897005,21.210084090551085,21.602911392141067,22.210682642367246,20.712980276800344,21.018450609690497,22.369885094619477,21.162743558948314
CALU,20.75764729590842,21.240966154516826,21.41211614366507,21.194607733411146,18.477349704544192,18.890773822961414,21.031607916879686,21.55462013842149,21.191068781131307,17.558018684292662
CANX,21.791657142417776,22.06217374681408,21.69029290304822,21.712559543984014,21.710346153120174,21.819258306036115,21.772352395050206,21.863596932873307,21.833182462913694,21.62157773389303
CAPN1,22.353324519537527,22.29956856548048,22.396752731769148,22.049756753314053,22.260220653438715,22.23191417070329,20.527216643437725,22.312589125005307,21.962482590999347,22.211075228733506
CAPN2,20.608455894543106,21.291592543576296,19.645693482464676,18.955650128760514,19.305727257533714,20.07364551965086,14.83900833573325,14.118186202731367,19.41789450345857,19.094774132846812
CAND1,21.632296489384533,21.816271013108633,22.051929479638922,21.815423160900608,21.791597426160166,21.972614748295584,21.56579518876944,21.224823903092016,21.48796580869389,22.2215087870837
CAND2,21.514083222282412,21.384057209638307,21.94776011912468,20.991809385855774,20.989996865013346,21.949633540040594,20.57718558274629,21.157688455694974,22.20855655659885,21.558682406922138
CAP1,23.839057002473506,24.197948728942663,22.875083938845318,23.450637365617077,23.142236336976573,21.3627019015379,21.92362898671591,21.06931811213294,22.567899495288867,22.932069888712753
CAPG,23.660707928119308,23.5913835444207,23.48718457832799,23.134502162438334,23.086155728580763,23.555475555637848,23.149557096142676,22.979289670967603,23.246741368910513,23.239232002811097
CAPRIN1,20.476632024553332,20.825529652391086,20.666444868347206,21.10149622035552,20.62967590978769,20.602640534431156,20.556702683336717,20.50621863294968,20.86710004733797,20.415919867179188
CAPZB,22.303568471683214,22.69365251200358,21.962806610133274,22.794636723165848,22.703484165248028,22.17838174355464,23.055855098421084,22.387802122002846,22.094035945488894,22.86750907052913
CAT,20.523678685514597,19.84759244136371,19.718304936917903,20.131877710632693,19.31694600354191,18.97179036727662,19.340059189304966,20.058681560608797,18.876328253806264,19.791692472987112
CTSB,23.036667742835476,22.845264704054575,22.987505727990055,23.508935943593407,22.82376389089378,22.56626233669721,23.23399335519248,23.269418443999164,22.942446235203562,22.687451145615853
CTSC,25.43626145425081,25.468988710367782,25.654220285355287,25.496336961513773,24.584229612945308,25.17358030429273,24.725755537237742,24.566765490400012,25.161349401869042,24.87761764958928
CTSD,24.10464745469969,24.148232983946865,24.405727641919874,24.514788673659,24.313950555238883,24.379967829901076,24.597267460360023,24.713226668027946,24.478226541913347,23.67420438238016
CTSH,18.48760904952956,19.881575935152014,18.526797094066644,18.75135404589343,18.27783805253602,18.05251357579649,19.05826014888415,18.775971282058862,19.16543080338071,17.5397107525721
CTSZ,22.51758052556063,22.237682266747083,22.18674480007607,22.483129877678213,21.83227620795907,21.591868663116166,22.316388499983663,21.76303158088849,22.128685997827972,21.663719426108276
CAPZA1,25.070722266567003,24.89410179288786,24.778995642109052,24.871820993797517,24.923741282319995,25.185745600536073,25.14555675144738,24.76661180056018,24.925534915741345,25.192761839907323
CAPZA2,24.8510966043291,24.999007332166112,24.653121842911723,24.938576363760113,25.01906523956535,25.188924727863775,24.96688579591553,24.684782992131403,24.3916522102542,24.280482395414438
CPD,20.732945171525877,21.314745911248007,20.17425712684558,19.63209354491696,19.889697133750307,20.064145338299607,19.83740723567308,20.032575618607577,19.352965007585873,20.403450260916067
CBR1,22.386690509740713,23.257496434768445,21.725133168477402,23.761813823717617,22.214277555333634,22.672401983562402,23.522693634251226,23.955806241946913,23.127168900883202,22.021766792519927
CBR3,22.386690509740713,22.77513573090716,22.819215592268645,23.785518567702336,23.656495038978907,22.35611263455276,23.71948354955188,24.568890650968253,22.863365631945225,22.021766792519927
CBS,22.776114396440033,23.24997501265942,22.53284269080342,20.69420485283529,19.65167641378826,22.464491820771965,20.99885761031337,23.404388267250546,22.884577507377976,21.644835666525715
CBX1,22.99252842642929,23.214712073603476,23.653469507522832,23.571609007513718,23.22330710345583,23.526756542967277,23.499059718972983,23.63839544690985,23.507297741749845,23.357422317897793
CBX3,24.385902653375332,24.811001366837797,24.53875766843958,23.929287147134087,24.09750178360628,24.577388367000303,24.17415771657486,24.16852801708903,24.57034711917634,24.515821921437993
CBX5,25.24231531808617,24.94070728026277,25.564674813265515,25.546660650808764,25.537960046346903,25.50440757742149,25.519168146332397,25.639770996733766,25.165988731709106,25.20108155344032
CCDC47,20.889126292196654,20.993974035194746,20.6134239127196,20.252088048744067,19.97920438311998,20.33260771930755,19.592401495335906,19.749191507273444,20.371057625548143,20.192189819130824
CCDC6,20.43737169084146,20.591072665964628,20.562069162791747,20.28567127411005,20.10859239982451,20.237517527989578,19.88628421105419,20.226708526307682,20.386457766842817,20.068123113544402
CD151,22.48151130135821,22.182113706207353,23.004755393107065,22.921202116000245,22.90013840007634,21.865369988087572,22.572675649111513,22.91554850047424,23.341795836238813,22.08912524789808
ALCAM,21.73124317777644,22.10567594044123,22.01290114444741,22.350596191027375,21.614667676267658,21.746580881099828,21.97590556227025,22.354637644049788,22.24502452844395,21.983068087561804
CD2AP,22.01709156305737,21.98143816070385,22.224962572496825,22.259435034373922,22.34272101622482,22.0682579080089,22.057603288300992,22.09035009417821,21.370804307297576,22.365523210751096
CD44,21.62106188144247,21.498512602744185,21.46979326370879,21.381645710231258,20.05546944119321,21.664010650919078,21.578210211902366,21.772614500714777,21.840444136988637,21.667283610735893
CD59,23.677002757077084,23.04297097943025,22.931639428698055,23.04728760361695,22.843459034137652,23.225034463674582,23.237491913135116,23.159945355271624,23.578173138493497,23.71666827955176
CD9,22.114426706908404,22.470940572454506,21.590648184927467,21.920320916040318,21.66969096883262,22.12240568910319,23.011086413498052,22.324727728426076,22.286594402279093,22.29592255107339
CDC37,21.813534567641568,21.628661533662097,21.071214281967826,21.31977223202473,21.068231328017724,21.452327854678433,21.40738474990539,21.265333765690343,21.53578387827657,21.19908313431449
CDC42,23.15808824556212,22.939934717165414,22.90826916994412,22.447565286802423,22.092253679999352,22.993961096353008,22.04292500884222,22.49589794491378,22.44144861698159,22.427374366262327
CDC5L,22.911166946467468,23.034589179942063,23.08585743927687,22.726019136209167,23.181223773013553,22.921988141536666,22.961480039053328,23.235447872820263,23.821063265288657,21.407689948829024
CDK1,21.930555192449454,21.73635784250981,20.61506764371063,21.696555475504233,21.809040735534563,22.035012605332135,21.509404747934457,21.603883381476926,22.029578635522583,21.018886975842136
CDK2,21.71412492260377,22.451344275987115,22.323142207203166,23.476960393717977,22.605758353394254,22.18613750137768,23.13235612588233,22.403592285981702,22.252932725958186,22.81182261631614
CDV3,22.811222246860726,23.336135626463378,23.101073020892006,23.98971166917382,22.85245240458831,23.278175122766186,23.34264884108529,22.44738656923688,22.98438240838975,22.88029920187683
CEP112,23.686418340076003,23.48667003894645,22.94871759989314,23.132343126631483,23.822340275401825,23.122274658781595,23.118987579406955,23.099931337326577,22.83313522456748,22.43381451960565
CELF2,20.97033957887784,20.463243518636222,20.82403195683895,20.42602013120764,19.407825742974296,19.631230095505614,20.178182842930546,20.510007320511374,20.151928769803376,20.888682799286645
HSPE1,26.670284122962798,26.527098640332905,26.763536048675654,27.170891702813073,27.151910338486967,26.626984347025893,27.245252959139457,26.866029885772008,26.57854721250111,26.911200557196718
HSPD1,26.45538866497921,26.071936824143766,26.140676918629715,26.49612371509669,26.242438862680167,26.246803975711504,26.61380976243956,26.479270312386472,25.77916803463406,26.54078017057176
