OMICS_ICL103_NS1_24hr_Protein_1_029,OMICS_ICL103_NS1_24hr_Protein_2_084,OMICS_ICL103_NS1_24hr_Protein_3_051,OMICS_ICL103_NS1_24hr_Protein_4_071,OMICS_ICL103_NS1_24hr_Protein_5_011,OMICS_ICL103_VN1203_24hr_Protein_1_117,OMICS_ICL103_VN1203_24hr_Protein_1_117.1,OMICS_ICL103_VN1203_24hr_Protein_2_095,OMICS_ICL103_VN1203_24hr_Protein_3_113
SH3BGRL2,21.19234477156442,20.989982712563133,21.214669487409175,20.87803938367322,20.96181915485606,21.01688745899365,21.144766404512417,21.212367824501694,20.384958398072733
SH3BGRL3,21.267418936835995,22.383946145465593,22.770283601491144,22.825146058726162,23.324419707613465,22.539118389515462,22.78946989904494,22.536141159937163,20.954633120930342
NANS,19.3335261041306,20.183104118969155,20.59914648843275,20.058241837567017,20.128937871129573,20.134326626489305,19.198569009750408,20.405618683837766,19.295828217879606
SKP1,21.52479447548633,23.76723396329058,23.62512343821954,22.680670245963068,22.880345413169206,23.290853872606558,23.106484666242313,23.90921215588193,23.2016671450278
SLIRP,21.524927782429774,21.873615776433617,22.129012442905186,21.40484144937594,21.758065547986607,21.822130849770762,20.72603841760246,21.57725854901407,21.487420228327043
SMAD5,20.860198494907674,21.570413132705323,21.208350573022454,20.79399581576525,20.325374202294803,20.19362886335303,21.108067464124574,20.462845046206482,20.742999458074593
SMC1A,19.648364188974533,19.316988786790997,18.90032959396175,18.554723055944685,18.91961369897289,19.08372145839585,18.599318588663756,19.30747357701604,19.075297107962427
SMC4,19.632425585233783,19.62497229762838,19.683509574232737,20.224958261994157,19.940996711556426,20.02515420216114,20.023720259085028,20.149866175974317,19.673988179956506
SMARCA5,20.238370208387757,19.911609705699867,20.127187114710775,20.780462407498316,19.731194308542225,20.2634741787875,19.865943296174358,20.055827921111245,19.941253099701623
SNRPD1,24.598542888726502,24.927891375619062,24.91477359237647,24.687301249755528,24.077130033218967,24.82572783416147,24.765427781514983,24.916587154898725,24.85984780418797
SNRPD2,23.40795890288984,23.13545628238139,23.457629827577065,23.711054916380416,23.617036661256183,23.595977638162147,23.710143789776765,23.557891289485266,24.020264153112024
SNRPD3,24.982639382130195,24.61451422202348,24.807299187240446,24.95466212853983,25.0411745547443,24.961164604593414,24.870814731510272,25.07304555899669,24.956394647692598
SMU1,22.10220598422816,22.125878024371737,21.58318904941661,22.20536129594504,22.587987690568717,21.22035449891161,21.83574811297084,21.68327697856597,21.664328421766477
NAPA,20.949631515117645,20.803898311577047,20.81916393077214,20.814967901281953,21.000704400333294,20.676550056804118,20.825795863576026,20.92920306846859,20.705797096672686
NAPB,20.20907911612362,20.640036947049555,21.39066480577646,21.16747282511685,20.82571085403573,20.17087943453236,20.81036014908713,21.248466164815678,20.863607025025328
SND1,23.28514379177673,22.128327472767754,22.959795203909913,22.684856397055945,23.177793423131597,22.706453587507397,22.943218912000386,22.86183475674547,22.67189295130723
SYNGR2,21.138345613944914,20.592912144297834,20.575579098451257,20.565729494962408,21.703489245939565,21.361496698603393,21.619203779818843,21.27128516257443,20.25108286862643
SNAP23,21.74866574097412,21.136662855244985,20.12300204874,20.565729494962408,21.703489245939565,21.361496698603393,21.619203779818843,21.627947648583394,20.25108286862643
SNRPA,21.619564313565533,21.206769515520065,20.706239736855917,20.50784230102935,21.973580459288524,21.86823146821954,20.94987920430794,21.55812699680677,21.30613305246719
USP39,20.386067865659832,20.338637844471798,19.866612298598927,20.125728585188824,19.979762031890658,19.629796927143214,20.281604634693835,20.292126250170007,19.428313354703775
SNX12,19.63105973752134,19.53899940150344,19.826656180824536,19.86761619323768,19.66074637262905,19.4277142169296,19.693149653704936,19.164435127012265,19.74375744522221
SNX6,20.84309872386754,20.980899814950686,19.837585624445005,19.961700715656526,20.148431420483423,20.301713888524503,20.31310633300671,20.499199736482588,20.01819153971966
SOAT1,20.57723916114327,19.959253581407847,20.061264916417965,20.149510751559646,20.48743315093118,19.64315547689189,20.825477712524357,20.599505104433483,20.221391188070186
SOD2,22.039644784246875,22.00669578491344,22.18833421321106,21.96285790130277,21.57832787551653,21.031905088691182,21.1064973840134,21.14255452164224,21.07189628937376
SRI,23.388974929217504,24.414224557412215,23.132229343045715,23.515638994238493,23.216505189157136,23.941228279613505,23.295882816600837,23.753214249144158,23.563257413222722
SP100,22.868411688802958,23.41704613367706,22.200366733194365,23.142488970511387,24.207552441468607,22.80084044911204,23.054599459428047,23.340516099655076,22.852078940914115
SUPT16H,19.068032898946527,19.910239196939784,19.64519928657341,19.300813400504694,19.362204983679288,19.458916486252498,19.728065668025117,19.700645097981013,19.152378473373155
FTSJ3,19.47134304305059,19.652627965330943,19.685278006524463,18.870741404853,18.344679743999897,19.11727907085912,19.34792209606302,19.305818720961852,19.714436303850512
SERPINB4,22.874047211432014,23.366065298718244,23.203927056354768,22.86564194719938,22.483486766752293,23.405872195210268,22.981724755087424,23.058365681528254,22.051165736300927
SERPINB5,22.9419128962429,23.366065298718244,23.203927056354768,23.20161666579073,22.95648223931923,23.196893456334948,23.19123496933402,22.976969670191025,22.672300101757408
SERPINB8,23.049880127795713,23.366065298718244,23.315088159931946,22.86564194719938,22.483486766752293,23.250073927712464,22.978291630637322,23.080610904564473,22.325804548837425
SERPINB9,21.420160335895442,22.09062966798679,21.684719431491917,22.085512521927207,21.30116443203049,21.35274582819745,21.52875942980279,21.50706049142255,20.85891352935671
SPCS1,21.996814316580185,21.634444825879225,20.16848609433498,20.61870087073708,20.804169097236944,21.79450229062979,21.73894286270858,21.29571983880764,21.768174658950322
SPR,18.548428171802403,20.202339300646408,20.090016178066048,20.164719023354493,18.60784433537209,19.468150949656085,19.810902362507402,19.979631691556662,18.451084939679994
SEPHS1,19.56884172704582,19.61080072880548,19.47764594408579,19.480109123455797,19.114544877508422,19.499487251435422,19.812750433342604,19.44879244350346,19.325595649169347
SPATS2L,21.883512728904556,21.608654395305667,21.508900982932346,22.841715159072777,22.876339183712656,21.89367915395632,21.770179125918304,21.60916871374602,21.973634350448762
SMS,22.739590732379284,23.17214583253764,22.79593610991069,23.096172358075172,22.4776877526744,23.077217868271568,22.877712231840167,22.998889182164035,22.06197491905365
SPTB,22.701939586496806,22.437880606646377,22.384579999593548,22.729671734363873,23.584110615454755,22.57239931967458,22.87557254143623,23.002424099649375,23.204681190460935
SPTBN1,21.87366148812566,21.53669040822422,21.824009654047035,22.065830775681377,21.970959922687044,21.817758940409483,21.783628925483917,22.12811367508653,22.13913775102476
SPTAN1,20.606835970887325,20.818139338381307,20.588024447852312,21.45150872260598,21.042644075049058,20.83674887701809,21.013519619227026,21.182141231052647,20.883416254919545
SPTBN2,19.9034928806377,19.75652451850601,19.942229948964453,20.24470199366083,21.12931824803111,20.205030155290494,20.269436406358498,20.642197470998,20.615494102020186
SPTBN4,25.788321090130665,25.349473657327316,25.977283359924648,25.84150960351537,26.25286599999321,25.659771579256457,25.477931569292377,25.997122109953054,25.97041874097524
SQSTM1,21.175205532261213,21.67718490525398,20.794782466641482,21.504839438965455,21.39096467900712,21.08476025402453,20.80597626435597,20.942336751830744,20.41019211987041
U2SURP,17.128181099169424,19.26249263772336,18.0136132530805,18.262206584414958,16.686163202905604,19.146258726958575,19.12631508332556,18.82099815484948,15.962398536873978
CTTN,20.28730231785088,20.37128359705933,19.234021852813612,20.397997301418247,20.367139415929845,20.318917834414037,20.278462859129313,20.84309619447706,19.649123917108188
SRP9,21.793236433571135,21.769451096565966,21.409874110463264,21.667487451644966,21.194365784402596,21.548760150931184,21.35636237391359,21.939043119452315,22.0576201712833
SRP14,23.054790722854715,23.131855103994763,22.621644951086186,22.69647271713489,23.110041524292058,23.213290098900117,23.1012130342555,22.67392088426982,22.88423971801709
SRP54,19.58794559330145,19.050428846852874,19.234849993163746,18.531533239099605,19.197421742606007,19.55421093792708,18.980966681256376,19.602405883637957,19.026337481603555
SRP68,20.043824085872487,20.139646098309136,20.7442041340665,20.45144840891991,20.140820087661986,20.433461608831934,20.250232115403428,20.41432812961784,19.71910750848704
SRP72,19.642355287900436,19.950312955320364,19.515602388981986,19.45797995510065,19.26787553638527,19.569122746996925,19.528976765477537,19.849553667982217,19.329271556328663
SRRM2,21.441645901632754,21.33680667677765,21.442159541944964,21.47736849213477,21.041772591785012,21.150692983458953,20.997102327820226,21.29386631701941,21.21006258201296
SRRT,20.984889732517523,21.377508418939748,21.32701714956307,20.5920105944921,20.62466378972661,21.40909684288461,20.85250415831935,21.224069500879185,19.792700431958956
SRSF10,21.760269770306138,21.174068368675357,21.59861162833029,21.11964083686635,20.247277959502767,21.269995539171937,21.576635199566642,21.609137621419986,21.297204707046678
SRSF11,20.56505519231029,20.790836918575977,20.914255097813857,20.552103437655774,20.47140612762353,20.224254660173592,20.59830975192665,20.804596962192733,20.81339234971996
SRSF1,23.1835508133316,23.104915513581897,23.186454459947473,23.115796612623793,23.297732868215252,23.03319833075159,23.287373120851598,23.353785158769103,23.439486977865894
SRSF2,25.2755428269876,25.210400308926648,24.846861690721305,24.877503784346782,24.490527031456743,24.72449890030466,24.71079778509804,24.754372725127595,24.93560394989393
SRSF3,26.093298893901043,25.858837464813355,25.327653978398168,25.16928852423227,25.50197322533856,25.587687396530267,25.738794037123636,25.94641237584318,25.671531410922476
SRSF4,23.983394765511388,24.719910143446292,24.692874793297964,24.473328565330135,24.85656233774764,24.854200553725068,24.236203518348887,24.92664449432853,25.20999040993184
SRSF5,25.19180337400139,24.828344088250425,25.128004272377673,24.394380177451076,25.102321742039777,25.11575867153032,25.653445045114637,24.923985393355977,25.001573335958724
SRSF7,22.847767871792808,23.022214145340207,23.415217388945187,23.015660876206,22.72232474475606,22.624630292792684,23.282952362344215,23.164353714297185,23.189761699149088
SRSF8,25.28302266710079,24.385101078963892,25.310090333135413,24.74976931597303,24.895119146957946,24.859960532933215,24.14137642638382,24.413982743345674,25.55103254858182
SRSF9,23.739672361227285,23.711437988050463,23.636100468882088,23.717137718684963,24.313098509498975,24.058459771400674,24.32520733099149,23.94283679126887,24.08966387404649
SSBP1,23.708509380504758,23.495942784340226,23.609700117582754,23.33915165218659,23.185454153003498,23.42768263810507,23.631478490417415,23.7719580460143,23.2022492118808
ALDH5A1,24.645426610724872,23.95715757476806,23.61594784792052,23.51090265264033,24.092785419812607,23.83025143302259,24.599885579339308,24.171070741838616,24.168567409133836
SSR1,22.980763298286043,22.9336868866706,24.280192462657798,22.520014281877987,23.216333861542637,22.93752573106738,22.750006110560406,23.26467515069647,22.975422009969407
SSR4,21.86864512591026,21.755107134287478,22.03635936124368,21.99252710601985,21.99307178448705,22.140387063370287,21.88803247769591,22.277820544607657,22.064064429364247
SSRP1,21.88053730567434,21.672562249984473,21.720510160731457,21.71133748089253,21.712584844768514,21.60742660809985,21.884377562602747,21.75420110140261,21.703916814452107
ST13P4,24.175739522938265,23.993378725043605,24.840794318797954,24.830827850374597,24.31670627216609,24.090973261472882,24.076399320386226,24.04296142552025,25.082633507140557
STAT1,21.321604841735567,21.313752418331855,20.908030612324957,21.213684428079944,21.289139860526028,21.225928709785673,21.20312861443944,21.192204874872267,20.64344621726834
STAU1,20.295497556831727,20.508414146835,19.700449213861223,20.137915839236626,20.24792627158996,20.274095395172914,20.22245587023947,20.15036925148067,19.73848910959432
STIM1,19.78925246509999,19.085699555682396,19.72340684555076,20.084497529015934,20.12443491590831,20.13001980219819,18.72185839976297,19.715407295282844,19.739460594318217
STIM2,20.119524713008843,20.311423544739817,20.677526225357273,20.40477449000186,20.412874813197437,20.525311515678347,20.755202400176,20.311008383699097,20.26315947943794
STIP1,24.487504389780657,24.038379757418312,23.870844560091424,24.30944205256555,23.840503814273937,24.061080648839717,23.613348352701003,23.7104323498997,23.649754232107007
STK39,19.508365577152937,20.935311872459703,21.24173869462321,21.427518718094205,20.833572195169864,20.767924500252263,21.2169666357751,21.17128919443987,21.00989123287802
STK3,18.521454141416207,20.20727990102793,20.585355348937416,20.260249038500852,18.42983794618999,20.06604640893664,20.199361295764167,20.377567284836893,18.736067020133177
STOML2,22.3021411834872,22.842971673444634,22.648591159725335,22.540264078151502,21.945433531981216,22.005941901780233,22.9021363092063,22.804501437163935,22.741633750304032
STRAP,21.604804255228824,21.62137292607868,21.310092731009433,21.283774625987984,21.865457599684532,21.07505652461112,21.41668614527614,21.150515380560325,21.647762927849882
STRBP,22.24770508099459,22.90917930086959,21.586207560266022,22.71783019695124,23.49708166314712,22.738223492626474,23.224795460449844,21.45956242194407,21.768642558823554
STT3B,21.30852671297587,20.90684478455079,20.501500937520177,20.74152870681135,20.995823238208956,21.300138044246143,21.573497421243253,21.17770410658667,20.491936596762947
SUCLG1,23.316370477887006,23.32794766651143,22.610058016532477,23.033068775905093,22.88483344785537,23.09935379628685,23.078023384516136,23.02798406687492,23.24724044400925
SUCLG2,22.58438815170537,22.439800825804998,22.4445202699939,22.188878203628438,22.712672084735694,22.24306750957227,22.705222971629233,22.58899996172074,22.267546313169717
SUMF2,25.604457969987042,25.39405130619423,25.433599889360515,25.767137130562894,25.235680167704782,25.08606588592081,24.908093313621798,25.143851942451825,25.407222363887602
SUMO2,25.74738127567155,25.28005860703076,25.149061918814468,25.093002145756305,25.098862952349783,25.850859362349716,25.476119438265307,25.577875575416577,25.439284103882073
SUMO3,26.196639596144465,25.28095090517484,25.817711522451226,25.093002145756305,24.96003010243542,25.649787894119516,25.32189678903817,25.146245280441956,25.789021631748593
SUN1,26.196639596144465,25.28095090517484,25.326942667625705,25.423317078489283,25.152013246502975,25.649787894119516,25.335550335317826,25.836401195158622,24.051074250386236
SURF4,20.545067147377196,21.544980581763458,21.12147851289495,20.871890445650326,20.728065868841874,21.548570902101623,21.557297759593446,21.536977240826136,20.773931409344055
AARS1,21.668585602905157,21.85960181722284,21.937349848293202,22.27286184226416,21.95901916138442,21.724717353650227,22.065913944974866,21.962556760989223,21.732814957299148
CARS1,20.424767837993034,20.26842748203773,20.068921386418925,20.02292613996303,19.81033448377505,20.342050450765544,20.364961304507645,20.21291277035008,20.085667870117785
DARS1,22.678163504486115,22.32565468778332,22.632476448340896,22.564999961899552,22.77743781108622,22.732315626252486,22.59876001526089,22.178075106868096,22.926427250113907
DARS2,21.788561780399945,21.37965125289294,21.488738811318417,21.25180452395985,20.98356326370012,21.690130726725048,21.937839562000235,21.675082576896518,19.306919204992333
EPRS1,20.163432983099334,20.864661163464653,20.51621316598527,20.083234846980037,20.388682928061193,20.139812841130386,20.456345861244998,20.829475716381836,20.456714772721988
FARSA,20.511171241769773,20.61506667699176,20.290116093576668,20.228462953263467,20.365628058344875,20.016286066195093,20.115865133978197,20.347865689605882,20.114924477376228
FARSB,22.675112653300467,22.239684249827405,22.358618690184077,22.071113953609423,22.02460196829533,22.375207939206188,22.27669073493268,22.287553303222634,22.101937067406837
HARS2,21.77402970946713,21.23644227605963,21.174468964885122,21.03122174412829,21.124054534773467,21.95271596326106,21.598655091606233,21.297607257093446,20.797105741293414
IARS1,22.094165851807585,21.910803255234374,21.849912801334835,22.124983495595973,22.203734873201007,22.202703181753886,21.823433390978263,22.09890688217419,22.102293857549522
IARS2,19.961305675517337,20.01231132708636,20.334569333153382,20.410615205722934,19.89157519126217,20.07457098286065,19.819058548463502,19.949457794650996,19.86329259585971
KARS1,21.86699269850498,21.738906622965246,21.817364585453717,21.84656138896181,21.87822352629497,22.05312675730199,21.805816016308338,21.939747183018394,21.464794048631617
LARS1,20.781567323790423,20.770341373267733,20.54554514302543,20.81359540218417,20.38834345252136,20.780498032354046,20.636566204968936,20.601797319499987,20.29183795028931
MARS1,20.770274782540596,20.99050054395262,21.050286195648763,20.921543584128212,20.842210376611526,20.47453650543385,21.02836225385103,20.72211573548932,20.01889291441023
NARS1,23.795072988558474,23.5552128516725,23.509211918748765,23.685822684421076,23.964987092708597,23.643542090792934,23.598041231608214,23.4862662458672,23.624080497885316
QARS1,22.192015136501357,22.011184010732116,22.14712031089843,22.35448734546309,22.321127863860667,22.366726418288426,22.429596231311102,22.39321899877082,22.163570143827926
RARS1,22.977496155150096,23.12783764875641,23.07963286382737,23.026358488387036,22.955552766405646,22.94075565402938,23.216589304056455,22.94226104991295,22.96482988769352
SARS1,20.660961293926903,20.1544162938919,20.464755577406653,20.086661524986056,20.268169216819793,19.858990505916672,20.2945178673898,20.479755114432116,20.769371710088418
TARS1,20.93441168811297,21.620015275247134,21.399014278988595,21.691492708905614,21.06036731040271,21.391208966115226,21.27814463852534,21.673737067271688,20.820530302383194
VARS1,20.42160029508357,21.466964460182197,21.4674401371125,21.446388475574686,18.858732447692947,20.8476718880242,21.195164363055547,20.896114688555656,20.299714208582618
WARS1,21.929230023066193,21.500780664368136,21.676237924018526,21.454522659562713,21.46513369764657,21.856198750894226,21.508208137449223,21.973122108025535,20.97350465173009
YARS1,21.88306427536446,21.491396450625857,21.371171194612213,21.79334582151979,21.539138355318585,21.738157678197837,21.375010169428048,21.507856455251527,21.31833465613778
TACSTD2,21.434982218241604,21.45240643117184,21.6466627205533,21.865383511034565,22.146370229202635,21.720993492857673,21.214576480478204,21.704861499387924,21.838032796724715
TACO1,21.638919909327797,21.348501330580458,21.456809624171083,22.362131023685468,21.90861137227244,20.867422436765953,22.060347986074788,21.890003149610116,21.723812073297037
TARDBP,21.830707152142296,21.804314196561563,21.996852226045455,22.185218432557328,21.45364623053293,21.961930543003213,22.20336791644289,21.985175691292017,21.67375332332237
TAGLN2,26.195122414646892,26.070409081932112,25.512918897528394,24.753688957433333,25.72551081610162,25.78416651595026,25.987841736253486,25.9595062804031,25.800294262577438
TAGLN3,25.80529699450153,25.271415907952623,25.50719519819732,25.292507051834775,25.283893738030645,25.631996216273407,24.946712721084634,25.24622456099757,25.815111419334436
TALDO1,26.214813861021774,25.782461806229826,25.252110609318457,25.985635655154333,26.824777699223823,25.42708054450805,25.136533034583724,25.50698010374209,24.830727992818026
TUBA1A,28.087355054009507,28.203576488762245,27.96616379713878,27.802556935527445,27.723716436878007,27.914620367149585,28.167590776808076,28.058172480241964,27.65832318745658
TUBA1B,28.03697862470057,28.201940015370543,27.96616379713878,27.802556935527445,27.721675859345297,27.929598251922275,28.167590776808076,28.058243943130556,27.658173872397377
TUBA1C,28.045537759170372,28.204711552980477,27.96616379713878,27.802556935527445,27.716674918708797,27.907113008453138,28.175553445694298,28.063489722445357,27.738471517772666
TUBA3C,25.678100307139296,25.832197993300667,25.809441072361643,25.528031160167984,25.349543027228204,25.509817181235363,25.749448462479425,25.69387855931125,25.51424775733541
TUBA3E,25.678100307139296,25.861362565572975,25.897557593183997,25.595441466157553,25.349543027228204,25.509817181235363,25.749448462479425,25.69387855931125,25.51424775733541
TUBA4A,25.614492575433207,25.82639469763674,26.10665347177001,25.698760325202343,25.178376033315402,25.453339938525648,25.841715763270347,25.92431966225024,25.201158589375524
TUBA4B,26.92619799309505,27.322555092422483,26.984857400887428,27.20326372373309,26.785345593442234,26.855023168267685,27.642256137947143,27.708049055618623,27.052792252321957
TUBA8,25.357217392348808,25.844999173691797,25.87859530058006,25.544332543281428,25.259783714710178,25.612917563097916,25.749448462479425,25.695327052164203,25.415003468255783
TUBAL3,26.823704047736687,26.960359470607855,26.657537235422783,26.60236952142418,26.624089970397616,26.776153971276408,26.680258327121834,26.57740977023606,27.0361910000666
TUBB1,28.819421805425456,28.358961393079795,28.491970512358034,28.605329616372074,28.739768383868096,28.569813048090595,28.586104505822476,28.564997572986734,28.724913318190126
TUBB2A,25.567628405456396,25.50076702085765,26.12935686122679,25.802976832608152,25.121514617882916,25.470480746630614,25.580039765122255,25.61105220647829,25.776718171048227
TUBB3,25.580642377111573,25.887155778961997,25.374624558246595,25.50819524094202,25.362165917356666,25.330290669678853,25.842448339793854,25.800805670503607,25.288401019077952
TUBB4A,25.691889377933812,25.986337849828132,25.558264111815355,25.21464296281178,25.195109163441394,25.283514509079108,25.810189530616732,25.95895728464066,25.32376614214416
TUBB4B,25.613721850091622,25.787973708095862,25.397862901565766,25.66457710190778,25.321572937446582,25.283514509079108,25.810189530616732,25.642654056366553,25.246205645831207
TUBB,28.73117137009949,28.744649945252444,28.60901289889103,28.5654366012825,28.394146147039045,28.60944400944794,28.616249130179213,28.613787861097215,28.518249436614138
TUBB6,20.38883461479856,21.349061544075056,19.58278319330435,19.734085592871875,19.66943465716388,18.88591754279314,19.751386946046253,19.724503820415663,19.915886393822145
TUBB8,28.81106624103635,28.406007378261375,28.461069288621804,28.503137557982743,28.73428614636194,28.546371587042444,28.608482570728707,28.613787861097215,28.74129003286053
TBCA,25.344673872898426,25.326963557571773,25.11628739201416,25.586115030207875,25.904500339969573,25.238129511374556,25.37642976446989,25.220929914280156,25.51948791797914
TBCB,21.401026632424852,21.549132252924835,21.406733375591973,21.988516773302475,21.307778544660337,21.125404440362015,21.424365791451976,21.363640426350134,21.416803869260455
TBL1XR1,19.916200023137733,20.611664616970344,20.891095158966507,20.76116494872084,19.866266120378356,20.096244041315238,20.73953185995646,20.78330686270465,20.59449725744917
TBL1X,19.916200023137733,20.592884793855006,20.815948471979095,20.509782767461196,19.866266120378356,19.75366393551354,19.897032676556776,20.09090278155164,20.591253703331606
TBL1Y,19.916200023137733,20.592884793855006,20.891095158966507,20.827622487827725,19.866266120378356,19.75366393551354,20.73953185995646,20.92383737273417,20.59449725744917
TCOF1,22.571157063340536,22.0615146290825,22.105134861552095,21.93170748361361,22.075254434233152,22.266587441668065,22.345020698548108,22.440780313532358,22.24056822081087
TCP1,23.928394620909067,23.753696671069367,22.90534297096024,23.90295594272901,24.170056593760158,23.65726029967677,24.258694594800094,24.111590218462343,23.81809145988392
CCT2,24.860792992392888,24.62995342630336,24.76840213465381,24.858623027908067,24.920881517936767,24.735179311064798,24.757534162765296,24.790008769690008,24.76043821885058
CCT4,22.246245486719204,22.238975412567928,22.17382793040354,22.330006084925646,22.31231922687019,22.146660079679595,22.24771997913961,22.252359357926338,22.264280200875923
CCT5,22.820410573566008,22.936793407865792,22.79795699149614,22.887598009662046,22.981231681363695,22.85163036170175,22.776938014527015,22.95251362028019,22.76452995713839
CCT3,22.308242512665927,22.52102358923129,22.374530421192194,22.38647188680629,22.396053616453045,22.380193253288102,22.411706618585463,22.447139465576704,22.27363472313696
CCT7,23.599302567465923,23.333842349358676,23.92077185171801,24.27248726079867,23.290291064049537,23.578556377213676,23.32351301481441,23.69800922782929,23.36897898999691
CCT8,21.718469157681884,21.354993001680484,22.573035908199863,23.506585066305032,20.335653224280414,21.83738941974064,21.734114157378627,21.924399186292042,22.514526544895563
CCT6B,24.762156454178548,24.777433467543126,25.0968228234343,25.382788442776352,25.033535124198647,25.230285615624016,24.653221459441276,24.79219576443252,24.943305653685563
CCT6A,24.638172326490643,24.42651114426559,24.288465034200506,24.497040391350023,24.911226306372324,24.957559607719467,24.50343628269069,24.58910610467781,24.99766995809888
TCERG1,19.5705648698563,19.58893910413142,19.58712654579056,19.484497123930808,20.23712888903014,19.163772025821338,19.72288692048477,19.248839340875396,20.674934535685264
TPT1,24.69560762719223,25.163285151984322,24.599506572312485,25.18035025511003,24.82586369600106,24.803777034998582,25.10549326694649,25.130572359505493,24.900416484028515
PTGES3,27.099481569130344,26.96320971090787,27.174559177142694,27.491473412311883,26.943999748419287,27.17919729223363,26.98914273318048,27.037037104092335,27.240512834968463
TECR,21.776103517471284,21.996200828335354,22.45887054553783,22.56414081025545,22.14389502980518,21.89139902315912,21.614144382660978,21.873269174112004,22.489507577161323
VCP,21.98095127913066,22.105160495744062,23.13011113599699,22.97796767879108,22.504203831176426,22.0549460969433,22.37303863343436,22.426701461322928,22.599277424490726
TES,21.808347029937234,21.359160340575762,20.85599929244175,21.567698649673694,21.52916505821535,21.351549413549385,21.67875695091096,21.634359043969727,21.31560926392578
TFAM,22.532930890383412,22.331397951565396,22.680456073389628,22.075198159432972,22.399794051626785,22.052210860975975,21.55381282653079,21.885417442634406,22.594500055294212
TFB2M,21.95612226564477,22.491523478851065,22.371077471215948,21.83788044325761,21.84309631058228,22.38662374321947,22.282980757079148,22.064685336148923,22.459085552951677
TNFAIP8,18.068874923455297,18.78412107765816,18.610432022553447,17.834559056393307,18.1463419827953,17.653465419752763,17.804375045129074,17.796491550074396,17.770509763857362
TFRC,20.737980269043167,21.21379670146707,21.39387254638603,22.10958543036504,22.616874187773867,20.488501970982202,20.682791164389855,21.328490365932012,20.06397378424952
F3,21.378167017509547,22.614556488499737,22.07512699968934,22.20750038785915,21.209547677039076,22.693236950833057,22.950149951974616,22.952562468690815,21.25460952168732
TGM2,25.839613852607286,26.20982996418456,25.948887119603725,26.444552436759686,26.212607203982735,25.98981719056124,26.154593320068194,26.19640542218144,25.997625704592714
THEM6,22.585757612727313,22.557446586947933,22.494643516108475,22.524733030270028,23.046681536148313,22.436235945952617,22.764768457262953,22.646411528227723,22.340339439770894
ACAT2,23.548278000460094,23.896248927132206,23.65128803175329,23.726897661803577,23.36622779669512,23.242462467495855,23.481846698369292,23.678499014932445,23.501630307471892
ACAT1,20.41215810695934,20.307465796953718,20.99573775719779,20.54283143747721,20.184925885154826,20.612962490819825,20.806888208989147,20.519194527964544,20.843569928688474
ACAA2,20.898795010970563,21.07330671122948,20.622473240294703,21.07263184714491,21.321690431313343,20.657952899195294,20.85923304588815,20.961824713305294,21.07660257766055
TXN,25.555431496517535,25.623949726586744,25.830786914446435,25.91148633696058,25.591098549541165,25.04499154231297,24.960680354912096,25.398619332101397,25.21265900550697
THOC3,21.031008720975027,20.54409406261773,20.148216351913867,20.72071749353404,21.102402837976378,20.076083323422164,20.75049810562481,20.47792855663103,20.82381976501088
ALYREF,24.075231965918892,24.880958114669824,24.705737694861583,24.215191274749024,23.653110778688593,24.553801798233366,24.993615941387553,24.940108806024583,24.41336414489128
THUMPD1,17.99317761601448,18.30109026694429,17.809757589826855,17.942785436005995,17.76660703691936,17.644357027901904,17.40235230255655,17.220523240251552,17.58364088262556
TIA1,22.01716780171313,21.927857893544598,21.96567616261686,22.832556469784024,21.966895494956272,22.305480258265714,22.354724036316444,22.23129582772735,22.125049433512444
TIAL1,22.01716780171313,21.873045620723758,21.96567616261686,22.513972669457033,22.43878538429685,22.305480258265714,22.69042447639518,22.64429933880856,22.125049433512444
TRIM28,23.40949468419519,23.48723908508762,23.469057760068097,23.322560814610135,23.51112956374338,23.27369797262635,23.62635742575911,23.370748211448674,23.285700415082246
TIGAR,19.5037534581232,19.70573005383493,19.835940363248547,19.835983262911434,19.57653533962875,19.646288516043583,19.36237040270607,19.687472999810986,19.22387271184027
TIMM13,21.306347336265016,21.35743606656157,22.233154539700823,22.1118862955671,21.572877596666338,21.166704394971553,21.447657104436562,21.815932459192254,22.452964426476747
PAM16,19.25476968525693,19.28323671473519,19.868302223122036,19.750704737602543,18.946697884366273,19.112686039318955,19.967036071891126,20.059265697105385,19.508824995342998
TIMM50,18.672022471129008,19.04143208955287,18.838509549735342,18.609691652022192,18.475714580559107,18.501901930695773,18.75950439544132,19.072673742173663,19.45133757437788
TIPRL,19.648360301203258,20.0616696617494,20.40105666247031,19.85295669718709,19.238715574736343,18.897098031105365,19.645093088257898,19.205574018012094,20.02358829476678
TKT,24.958064982930573,24.51273975188608,24.25707909308713,24.997337580167667,24.446610547466577,24.655058101195436,24.356118653908297,24.54695747694742,23.96755412842228
TLN1,22.199243575002885,22.631082148086847,21.658241086924882,22.129516699511292,22.09526037965491,22.50070763713863,21.942641428727985,21.846375393462893,22.145256381774615
TLN2,22.37653584562149,21.93019594913427,21.76925469643192,21.935191602574186,22.2968390152903,22.562845047500712,21.785033403264148,21.95226365053636,22.14287317759716
TMEM109,24.240459293560544,23.322960828710684,23.700171125032714,23.131175534061317,23.802138645539433,23.689260889654996,23.43757993217256,23.569603262602268,23.573565468400172
